SrNo,District_Name,Taluka_Name,Taluka_Latitude,Taluka_Longitude,Month,Year,Soil_Type,Soil_pH,Soil_EC,Organic_Carbon,Nitrogen,Phosphorus,Potassium,Soil_Moisture,Soil_Depth_Class,Avg_Temperature,Min_Temperature,Max_Temperature,Rainfall_mm,Humidity_percent,Wind_Speed_kmph,Solar_Radiation,Evapotranspiration,Cloud_Cover_percent,Crop_Recommended,Crop_Suitability,Crop_Yield_Quintal_per_Hectare
5196,SURAT,Umarpada,21.4563995,73.4757224,7,2015,Silty,6.34,3.15,0.98,176.8,55.4,390.2,21.2,Medium,34.0,29.4,36.0,498.8,83.4,23.0,201.4,1.69,100.0,Castor,Yes,9.13
5197,PANCHMAHALS,Jambughoda,22.829248945454545,73.03712348181818,10,2016,Silty,7.04,3.19,0.39,140.3,49.3,190.1,26.7,Medium,30.8,26.5,36.6,30.7,51.7,80.0,1037.9,5.3,73.1,Bajra,Yes,10.46
5198,MAHESANA,Mahesana,23.6015557,72.3867981,12,2021,Silty,6.88,0.64,0.49,53.6,31.9,361.0,42.0,Shallow,17.7,12.3,21.0,14.7,51.1,15.0,530.5,3.63,32.1,Wheat,Yes,31.69
5199,DANGS,Ahwa,20.7587262,73.6873533,4,2018,Black Cotton,7.41,2.53,0.6,378.4,33.3,515.7,16.8,Shallow,30.3,24.8,33.1,22.3,37.3,40.0,552.9,2.24,34.2,Bajra,Yes,10.791691176628124
5200,SURAT,Umarpada,21.4563995,73.4757224,9,2021,Clay,6.75,0.85,1.06,346.6,34.3,691.0,19.8,Medium,31.9,27.8,36.7,409.0,75.5,34.2,602.6,2.45,100.0,Castor,Yes,10.11
5201,KACHCHH,Bhuj,23.2472446,69.668339,10,2017,Black Cotton,8.3,1.14,1.34,221.9,45.6,500.8,26.7,Medium,27.0,20.0,33.3,22.4,33.0,8.6,347.0,3.0,14.8,Bajra,No,11.830185168380536
5202,BHARUCH,Hansot,21.5858279,72.8101435,9,2016,Silty,7.35,1.79,0.26,426.8,37.8,142.7,19.4,Medium,27.8,24.7,32.4,377.6,69.3,37.2,483.4,0.98,100.0,Sugarcane,Yes,767.2
5203,AHMADABAD,Dhandhuka,22.3816365,71.9791414,9,2019,Loam,7.05,2.25,1.5,346.0,25.5,167.5,38.0,Shallow,27.4,20.8,32.2,295.5,68.1,10.6,727.4,5.05,100.0,Rice,Yes,23.44
5204,PORBANDAR,Ranavav,21.6986198,69.7268474,10,2017,Loam,7.16,1.44,0.44,181.9,10.2,241.9,3.6,Medium,27.2,24.5,29.7,27.9,42.1,35.7,355.1,3.71,71.8,Jowar,Yes,12.200022357279993
5205,KACHCHH,Mundra,22.8393153,69.7249477,12,2020,Silty,6.88,3.51,1.68,262.7,16.6,388.6,18.3,Medium,13.8,7.8,16.9,15.7,42.5,15.9,1144.7,4.2,20.2,Wheat,Yes,32.4
5206,ANAND,Umreth,22.6990518,73.115045,7,2023,Silty,6.78,1.41,0.59,219.5,36.2,487.0,26.3,Shallow,28.2,22.2,33.5,319.3,73.9,19.6,131.1,3.7,100.0,Chickpea,Yes,12.87
5207,JUNAGADH,Junagadh,21.5220416,70.4582458,12,2016,Loam,7.47,3.22,0.4,136.1,49.5,311.1,20.4,Medium,12.9,7.8,17.8,13.0,33.7,9.9,512.6,3.98,14.3,Mustard,Yes,11.33
5208,VALSAD,Umbergaon,20.1537655,72.7905804,1,2018,Silty,7.39,0.23,0.11,277.5,35.6,636.8,42.3,Medium,25.3,18.5,30.1,8.3,40.7,38.9,270.5,6.91,44.4,Jowar,Yes,14.61
5210,TAPI,Vyara,21.1176744,73.3857702,9,2021,Silty,6.2,2.27,0.48,386.2,30.4,215.5,35.9,Shallow,27.8,20.5,32.8,253.0,61.6,28.4,199.3,1.01,100.0,Jowar,Yes,11.8
5211,MAHESANA,Vijapur,23.5590941,72.7449399,12,2019,Silty,6.99,2.24,1.38,421.1,52.3,136.0,17.0,Shallow,20.6,18.4,25.1,1.5,33.9,18.6,953.8,2.73,8.1,Potato,Yes,207.71
5212,DAHOD,Sanjeli,23.0583328,73.9710668,9,2023,Black Cotton,8.45,3.87,1.26,256.1,9.2,296.6,2.4,Medium,29.3,23.7,31.5,136.1,45.1,21.3,196.3,6.24,55.6,Cumin,No,3.4930960369145976
5214,DAHOD,DAHOD,22.8358786,74.2556823,3,2014,Black Cotton,7.02,3.91,0.79,371.4,11.5,270.6,38.1,Medium,26.9,24.0,30.8,10.8,35.5,27.6,442.2,6.88,41.4,Maize,Yes,30.31
5215,RAJKOT,Kotda,22.0277283,70.926358,9,2019,Silty,6.86,1.11,0.7,379.3,20.6,390.0,16.1,Medium,26.4,20.9,28.5,514.9,94.3,22.4,325.9,3.86,100.0,Maize,Yes,21.35
5216,DAHOD,DAHOD,22.8358786,74.2556823,6,2019,Loam,7.34,3.0,0.36,447.1,35.1,429.6,31.4,Medium,33.4,30.3,37.8,540.1,87.3,34.4,145.1,2.45,100.0,Castor,Yes,10.83
5217,KACHCHH,Rapar,23.570746,70.6450466,7,2018,Black Cotton,8.33,0.72,0.46,74.47010733760395,54.5,107.5,2.0,Shallow,29.2,26.9,34.4,141.4,60.6,16.9,796.7,4.85,40.8,Cumin,No,4.240627278194087
5218,ARAVALLI,Bayad,23.2248593,73.2153042,9,2015,Silty,7.39,3.55,1.16,142.6,48.5,94.7,32.7,Medium,28.9,21.2,33.0,369.4,69.6,30.6,1009.1,1.09,96.8,Castor,Yes,10.42
5219,SURAT,Madvi,21.21105087919355,73.02497339854838,12,2019,Silty,7.17,1.11,1.62,476.8,52.1,507.7,25.6,Medium,14.9,7.6,20.9,2.8,47.9,80.0,873.9,6.64,41.5,Chickpea,Yes,11.48
5220,NAVSARI,Gandevi,20.8029715,72.9966726,9,2022,Silty,7.0,2.38,0.84,349.6,57.7,253.1,21.6,Deep,26.8,20.5,32.7,136.3,56.0,33.9,1008.9,3.95,49.0,Cumin,No,3.9420340335176256
5221,DANGS,Ahwa,20.7587262,73.6873533,12,2019,Loam,7.17,1.93,0.84,295.5,11.7,597.1,7.2,Shallow,21.0,18.6,25.9,5.7,32.8,24.7,959.2,4.29,32.2,Wheat,Yes,28.4
5222,PATAN,Santalpur,23.7598357,71.1822023,8,2015,Silty,6.86,3.0,0.76,247.4,54.1,143.7,32.7,Shallow,31.3,25.0,37.6,499.1,95.0,25.8,791.2,0.5,100.0,Castor,Yes,10.31
5223,KHEDA,Mehmedabad,22.8621774,72.7957815,12,2017,Black Cotton,7.47,1.54,1.26,468.8,9.9,119.3,41.0,Shallow,14.9,8.4,21.6,7.7,33.5,26.5,872.6,4.82,43.1,Wheat,Yes,28.88
5224,SURENDRANAGAR,Lakhtar,22.8724876,71.7763542,10,2022,Loam,6.0,0.39,0.79,378.6,17.3,376.4,40.2,Medium,29.2,25.9,31.4,13.0,36.1,13.6,1042.9,2.02,63.4,Jowar,Yes,16.03
5225,AHMADABAD,Dhandhuka,22.3816365,71.9791414,2,2017,Silty,7.0,1.22,1.53,272.9,11.7,335.0,24.4,Medium,12.4,6.4,18.2,16.4,37.4,29.6,442.6,4.19,8.4,Chickpea,Yes,10.63
5226,KACHCHH,Mandvi,22.8314482,69.35081,12,2016,Silty,6.55,0.94,1.74,172.4,6.0,464.7,26.8,Shallow,21.2,13.2,27.6,17.2,45.7,8.5,1143.2,3.96,24.2,Wheat,Yes,20.83
5227,SURAT,Bardoli,21.1338291,73.1053896,11,2023,Black Cotton,8.44,0.2,1.56,82.9,21.2,663.6,2.3,Deep,13.7,11.0,20.6,2.8,32.8,39.7,865.3,5.73,66.6,Mustard,No,8.73904687531908
5228,BANASKANTHA,Lakhani,24.2310058240942,72.03957018269928,8,2020,Black Cotton,7.23,2.02,0.72,209.5,7.1,183.4,15.9,Shallow,30.6,23.5,33.6,481.1,95.0,80.0,787.6,0.9,100.0,Castor,Yes,13.45
5229,DAHOD,Devgadbaria,22.87978639169436,74.10500860548173,3,2020,Black Cotton,6.7,3.42,1.29,299.9,45.8,317.9,37.5,Shallow,29.3,24.5,34.1,32.7,43.9,80.0,885.4,3.07,56.9,Urad (Black Gram),No,4.802047286669077
5230,DAHOD,Jhalod,23.1006273,74.1560018,4,2018,Black Cotton,6.93,3.64,0.41,72.5,27.3,508.3,9.1,Deep,32.6,25.4,39.5,16.9,48.9,25.5,817.5,4.18,57.1,Bajra,Yes,12.45
5231,VADODARA,Padra,22.2412214,73.0855259,5,2022,Silty,6.54,0.74,0.36,133.8,18.0,387.5,9.0,Medium,30.9,27.7,36.1,5.1,39.5,17.6,390.1,4.46,62.0,Urad (Black Gram),Yes,10.0
5232,SURAT,Palsana,21.0859408,72.978046,8,2020,Clay,7.27,2.77,1.39,151.0,27.3,457.7,15.1,Shallow,25.9,19.9,28.6,681.5,95.0,37.0,184.8,0.5,100.0,Soybean,Yes,11.33
5233,SABARKANTHA,Vadali,23.9411124,73.0403755,1,2020,Sandy Loam,6.84,1.69,1.01,335.7,34.2,144.2,32.3,Shallow,18.1,12.2,23.6,5.1,35.4,26.0,1193.1,4.89,21.4,Wheat,Yes,25.5
5234,ARAVALLI,Modasa,23.4634245,73.2990631,6,2022,Loam,7.4,3.8,0.22,74.72624732002626,21.8,256.4,13.0,Medium,31.0,26.8,34.0,495.9,91.7,40.3,302.8,0.95,100.0,Cotton,Yes,15.54
5235,RAJKOT,Kotda,22.0277283,70.926358,1,2016,Loam,7.13,0.28,1.56,209.9,52.1,150.5,7.6,Shallow,15.2,8.3,20.5,2.3,47.8,20.4,1048.3,6.98,44.3,Wheat,Yes,30.52
5236,CHHOTA,UDEPUR,22.3148736,74.0141067,12,2015,Silty,6.69,3.7,1.31,317.8,35.4,477.5,2.0,Medium,24.3,21.9,29.1,0.5,33.6,9.4,288.3,3.68,52.4,Jowar,Yes,11.91
5237,PORBANDAR,Porbandar,21.6409,69.611,4,2019,Loam,7.07,3.57,0.6,440.5,31.0,343.3,24.5,Shallow,37.5,30.2,40.8,5.9,42.7,7.9,534.2,6.21,59.8,Bajra,Yes,11.58
5238,PORBANDAR,Ranavav,21.6986198,69.7268474,1,2019,Black Cotton,6.62,1.35,1.22,154.8,10.3,642.3,34.9,Deep,18.6,11.7,24.3,9.5,45.2,18.6,735.5,3.27,55.3,Wheat,Yes,29.8
5239,DANGS,Subir,20.7587262,73.68735329999998,8,2015,Loam,6.99,3.49,1.4,228.2,44.1,431.6,38.0,Medium,28.3,25.9,32.9,664.9,95.0,80.0,108.4,0.5,100.0,Soybean,Yes,17.83
5240,KHEDA,Thasra,22.7977449,73.2207334,12,2014,Loam,7.48,0.56,1.45,457.5,30.7,57.6,27.6,Shallow,17.5,14.9,21.7,4.4,34.1,6.4,809.3,2.64,26.9,Mustard,Yes,9.51
5241,SURENDRANAGAR,Dasada,23.3238913,71.831442,12,2016,Black Cotton,7.85,1.05,1.78,413.5,8.8,471.3,40.1,Shallow,12.8,7.9,16.0,8.5,36.5,17.1,1104.1,3.18,14.3,Wheat,Yes,23.96
5242,TAPI,Valod,21.0488646,73.2615399,5,2015,Silty,6.49,3.63,1.15,279.9,55.0,698.7,18.7,Medium,40.1,37.1,45.6,17.1,38.1,34.2,255.0,2.47,17.0,Bajra,Yes,12.72
5243,ANAND,Umreth,22.6990518,73.115045,7,2023,Black Cotton,7.53,0.51,1.59,449.9,33.8,115.8,32.6,Shallow,25.4,18.7,31.3,393.2,74.8,32.0,611.0,4.21,100.0,Cotton,Yes,13.2
5244,JAMNAGAR,Kalavad,22.2143736,70.3834253,3,2021,Loam,6.45,0.94,0.43,414.3,52.3,485.7,4.2,Shallow,38.4,34.3,43.2,1.5,35.2,22.5,756.9,6.79,30.9,Urad (Black Gram),No,5.535654602840653
5245,KACHCHH,Mundra,22.8393153,69.7249477,7,2022,Black Cotton,7.52,3.55,0.33,304.2,6.3,213.3,9.9,Deep,30.2,25.8,33.3,538.6,95.0,29.7,417.5,0.5,100.0,Castor,Yes,10.77
5246,VADODARA,Vadodara,22.2973142,73.1942567,12,2019,Black Cotton,7.18,3.45,0.44,498.1,20.1,514.1,5.5,Deep,15.6,9.6,18.5,11.7,46.6,26.3,1020.6,2.54,58.1,Wheat,Yes,27.71
5247,AMRELI,Savar,21.3447388,71.3138041,5,2022,Silty,6.49,1.72,0.24,167.9,48.5,81.8,5.2,Medium,30.0,27.3,32.1,5.7,42.6,32.7,840.2,4.9,48.6,Bajra,No,10.001248080778698
5248,RAJKOT,Gondal,21.9575096,70.8009896,5,2017,Black Cotton,6.94,0.55,1.53,485.1,33.4,208.0,36.4,Medium,31.5,25.8,34.8,23.7,35.7,32.3,781.6,2.13,47.8,Bajra,Yes,11.53
5249,KACHCHH,Mandvi,22.8314482,69.35081,3,2017,Loam,7.23,2.36,0.39,209.1,48.4,231.1,41.0,Deep,30.1,23.3,33.7,18.1,44.2,10.7,602.2,6.01,42.7,Bajra,Yes,14.26
5250,NAVSARI,Jalalpore,20.9484948,72.897892,3,2016,Silty,6.04,3.72,0.41,349.0,21.4,361.5,15.9,Shallow,38.7,34.7,44.9,1.7,40.6,9.8,1130.2,2.71,42.2,Bajra,Yes,11.34
5251,MORBI,Halvad,23.0182418,71.1833818,9,2018,Silty,6.54,3.22,0.64,215.4,45.0,339.0,34.4,Shallow,29.5,25.5,33.7,312.0,63.3,11.8,403.0,4.38,100.0,Rice,Yes,23.51
5252,MAHESANA,Vijapur,23.5590941,72.7449399,6,2023,Loam,6.28,2.08,0.99,198.2,49.9,180.8,7.1,Deep,31.6,27.3,36.3,176.6,62.4,6.8,838.4,1.65,72.7,Jowar,No,12.942242412449033
5253,BHAVNAGAR,Ghogha,21.6874043,72.2761717,10,2016,Loam,7.45,3.5,0.15,227.4,47.7,527.8,25.3,Deep,28.9,26.1,32.9,45.3,43.4,17.0,596.4,2.07,62.4,Bajra,Yes,12.67
5254,BANASKANTHA,Bhabhar,24.0650833,71.6155279,5,2014,Silty,6.4,1.7,0.57,398.7,14.8,455.9,33.6,Medium,36.8,30.0,41.6,5.1,34.6,15.4,718.7,2.41,45.1,Bajra,No,12.690981504202261
5255,SURAT,Chorasi,21.1535968,72.6887381,7,2019,Silty,6.94,3.61,1.11,180.3,25.2,392.4,16.4,Medium,33.1,29.2,36.1,219.5,61.5,36.1,983.0,2.1,100.0,Urad (Black Gram),Yes,9.13
5256,BANASKANTHA,Palanpur,24.1709794,72.4366375,2,2019,Silty,6.86,1.46,0.17,271.9,24.3,124.5,29.7,Medium,24.0,20.9,26.9,1.8,50.1,32.5,352.4,4.54,15.1,Jowar,Yes,14.45
5257,VADODARA,Vadodara,22.2973142,73.1942567,3,2015,Loam,6.83,1.42,1.53,108.9,34.0,574.5,13.6,Deep,34.7,29.7,40.1,11.0,47.7,23.7,365.2,3.57,23.7,Jowar,Yes,13.5
5258,KHEDA,Kathlal,22.8985648,72.9908519,5,2015,Silty,6.85,1.31,0.25,433.5,29.4,562.8,9.7,Deep,28.2,23.5,35.0,10.5,45.3,25.8,534.6,3.93,52.0,Bajra,No,12.235864439277321
5260,JAMNAGAR,Lalpur,22.1915377,69.963963,5,2018,Black Cotton,7.02,1.66,0.57,94.2,39.9,92.8,39.7,Deep,43.2,35.6,49.8,15.5,51.2,13.4,753.2,2.9,43.0,Bajra,Yes,13.14
5261,ARAVALLI,Dhansura,23.3467,73.2054,10,2023,Silty,7.25,1.93,0.55,134.5,31.2,464.7,19.8,Medium,26.3,20.9,32.2,30.7,39.6,29.4,660.5,5.51,20.1,Bajra,No,10.411073414543168
5262,SURENDRANAGAR,Wadhwan,22.7028011,71.6723933,4,2015,Silty,6.48,3.9,0.83,182.9,30.2,610.6,14.5,Deep,35.8,28.2,39.5,8.4,40.0,19.3,1116.5,3.77,29.8,Bajra,Yes,10.61
5263,MAHESANA,Visnagar,23.6978037,72.5507598,10,2023,Sandy Loam,6.75,0.21,0.5,59.7,53.9,384.8,40.9,Deep,30.3,27.7,36.8,31.1,44.0,21.7,940.0,3.53,49.0,Bajra,Yes,11.56
5264,AHMADABAD,Daskroi,22.9538235,72.7502756,11,2020,Loam,6.43,1.42,0.13,209.8,6.6,233.5,37.6,Deep,23.4,20.1,27.4,2.3,41.2,39.3,967.1,6.5,61.0,Jowar,Yes,11.972885639246597
5265,RAJKOT,Lodhika,22.1328248,70.6322346,6,2019,Loam,6.41,3.2,1.55,417.0,45.7,333.7,25.9,Deep,25.9,20.9,29.5,278.8,75.4,37.2,1055.9,1.48,63.1,Chickpea,Yes,16.36
5266,ARAVALLI,Malpur,23.3594332,73.4649753,1,2019,Silty,6.23,0.38,1.74,154.0,48.6,453.6,10.4,Deep,15.2,7.8,18.7,11.5,43.5,33.3,1130.6,3.47,12.9,Wheat,Yes,27.2
5267,BANASKANTHA,Kankrej,24.0387783,71.9411013,2,2014,Sandy,6.4,3.39,0.88,395.5,29.3,299.7,14.7,Shallow,21.4,17.6,24.3,17.3,48.5,8.3,391.0,2.81,55.8,Wheat,Yes,31.37
5268,PATAN,Santalpur,23.7598357,71.1822023,9,2017,Loam,7.43,2.96,1.32,285.4,27.7,648.9,15.7,Shallow,31.3,25.9,36.6,242.1,69.1,24.5,763.3,2.56,62.6,Jowar,Yes,11.605275846511791
5269,CHHOTA,UDEPUR,22.3148736,74.0141067,6,2023,Loam,6.57,2.48,1.31,381.3,40.1,655.2,18.0,Deep,27.3,21.1,33.4,386.6,69.9,12.0,712.9,0.5,100.0,Rice,Yes,31.16
5271,PORBANDAR,Porbandar,21.6409,69.611,7,2019,Silty,6.53,2.69,1.01,340.5,17.4,297.1,28.1,Shallow,32.2,25.4,38.8,179.9,58.5,33.3,879.4,3.87,54.5,Moong (Green Gram),Yes,8.07
5272,JUNAGADH,Bhesan,21.5527226,70.7069913,5,2023,Black Cotton,8.15,3.17,1.52,247.9,31.0,255.3,17.6,Deep,41.6,34.6,48.5,20.4,45.0,20.3,592.1,6.65,55.8,Bajra,Yes,12.39
5273,NAVSARI,Chikhli,20.7581399,73.0598983,4,2023,Black Cotton,7.75,2.6,1.59,133.6,52.3,416.5,19.8,Deep,34.6,31.3,37.5,16.5,49.8,22.8,1081.4,2.13,20.4,Bajra,No,10.017228172873246
5274,VALSAD,Vapi,20.3735482,72.9084376,3,2017,Loam,6.77,1.9,1.01,382.8,38.0,327.2,22.5,Medium,39.9,33.2,46.8,15.7,31.8,15.0,275.1,3.25,58.5,Jowar,Yes,16.29
5275,VADODARA,Desar,22.7384642,73.3099509,9,2021,Loam,6.61,2.23,0.54,478.9,14.7,595.4,32.5,Medium,33.5,27.0,37.2,228.5,72.2,15.8,899.1,3.91,97.6,Jowar,No,10.196304702919376
5276,BANASKANTHA,Vav,24.363947,71.5123139,10,2016,Sandy Loam,7.46,0.54,0.38,446.6,28.5,308.4,4.6,Deep,26.2,22.3,30.0,44.0,42.3,32.6,1010.7,2.05,78.1,Bajra,Yes,15.93
5278,PATAN,Saraswati,23.875171,72.166746,3,2020,Silty,6.05,0.54,1.59,372.3,28.1,654.3,36.2,Shallow,30.9,25.0,35.5,11.5,33.7,9.7,1170.9,3.45,63.1,Bajra,Yes,14.75
5279,SABARKANTHA,Idar,23.8362255,73.0114616,2,2019,Silty,6.79,1.19,1.28,235.1,31.7,120.3,41.0,Shallow,16.8,12.5,22.1,8.4,49.3,14.8,683.0,6.1,38.5,Chickpea,Yes,14.57
5280,PANCHMAHALS,KALOL,23.2212398,72.5187447,9,2016,Black Cotton,7.52,2.71,0.51,111.9,13.6,578.5,30.6,Shallow,28.4,24.6,31.5,109.7,55.6,6.2,403.2,2.38,55.3,Moong (Green Gram),No,5.853805317582605
5281,KHEDA,Galteshwar,22.8686619,73.3084119,9,2023,Loam,6.96,3.2,0.82,201.9,51.3,208.9,33.6,Deep,31.3,27.8,37.6,361.5,79.1,22.4,116.9,2.28,100.0,Castor,Yes,11.8
5282,AHMADABAD,Sanand,23.0238876,72.3851475,2,2014,Black Cotton,7.39,2.71,0.77,413.9,51.2,668.0,26.6,Deep,18.1,12.4,21.0,3.5,48.0,26.4,426.1,2.35,20.9,Wheat,Yes,29.52
5283,BANASKANTHA,Deodar,24.1920148,71.7893701,7,2023,Silty,6.58,1.22,1.4,283.4,8.4,216.7,6.6,Medium,28.1,23.6,30.3,350.1,78.9,16.3,371.7,2.02,94.0,Rice,Yes,16.81
5284,TAPI,Vyara,21.1176744,73.3857702,9,2017,Black Cotton,6.96,3.55,0.2,164.4,35.1,637.6,15.8,Deep,28.9,23.0,32.1,117.6,46.5,31.9,1070.9,4.9,43.0,Cumin,No,4.429224998016036
5285,BANASKANTHA,Deesa,24.2594977,72.1803348,10,2018,Sandy,6.28,0.91,0.63,112.2,29.1,565.0,38.7,Medium,27.0,21.1,31.1,18.5,45.3,8.9,709.2,6.73,13.0,Jowar,No,12.253944398085032
5286,AMRELI,Babra,21.8485451,71.3036656,8,2017,Black Cotton,7.38,2.86,0.23,445.7,49.6,126.1,15.5,Shallow,27.9,20.7,33.3,150.2,54.0,21.0,726.4,3.81,65.2,Cumin,No,3.451830730859126
5287,VADODARA,Vaghodia,22.3003935,73.3760638,3,2021,Black Cotton,7.21,0.19,1.72,492.9,22.9,377.3,8.7,Shallow,31.8,29.8,38.2,5.4,48.2,12.7,1171.0,2.49,28.0,Jowar,No,11.762352514290885
5288,SURENDRANAGAR,Dhrangadhra,22.9914292,71.4663753,7,2023,Black Cotton,7.64,0.91,1.65,311.0,55.0,163.9,28.8,Shallow,32.3,28.1,38.2,248.0,63.8,38.0,565.1,1.11,86.9,Jowar,Yes,12.696721085004151
5289,VADODARA,Desar,22.7384642,73.3099509,5,2018,Loam,6.33,1.7,1.32,93.4,47.7,313.6,28.2,Deep,33.9,30.6,36.4,22.9,49.3,19.2,291.6,1.96,34.1,Urad (Black Gram),No,4.4775144132735
5290,BANASKANTHA,Dhanera,24.5036694,72.0325116,3,2014,Silty,6.72,1.62,0.43,261.6,18.3,119.1,38.0,Medium,36.1,31.2,40.1,12.4,32.4,27.9,1077.1,4.08,46.4,Bajra,Yes,11.5
5291,VADODARA,Vadodara,22.2973142,73.1942567,7,2020,Loam,7.04,1.15,1.26,146.6,21.6,594.5,20.2,Medium,32.2,30.1,35.6,396.4,71.9,31.1,993.2,0.95,100.0,Castor,Yes,13.91
5292,AHMADABAD,Daskroi,22.9538235,72.7502756,9,2019,Loam,6.02,0.66,0.27,73.9,17.8,157.0,41.1,Medium,31.8,29.0,34.8,329.7,82.3,29.2,869.6,4.99,84.5,Castor,Yes,12.59
5293,JUNAGADH,Bhesan,21.5527226,70.7069913,3,2023,Silty,6.9,2.39,1.25,269.3,17.3,431.9,10.7,Medium,35.6,32.7,42.5,24.8,34.6,9.2,1121.3,4.62,30.7,Bajra,Yes,15.71
5294,BHARUCH,Bharuch,21.7080427,72.9956936,10,2023,Black Cotton,7.24,1.4,0.28,387.2,51.2,486.6,30.7,Shallow,24.1,19.5,28.2,49.2,50.2,9.4,770.4,3.3,43.6,Wheat,Yes,27.04
5295,TAPI,Dolvan,20.902135,73.3331335,4,2014,Loam,7.43,2.86,1.19,243.0,13.6,272.9,29.8,Medium,40.1,38.0,46.8,18.6,36.6,17.0,826.3,3.06,28.6,Urad (Black Gram),No,5.812638164265499
5296,SURENDRANAGAR,Muli,22.6217,71.4527,11,2014,Black Cotton,7.28,0.44,1.19,249.5,44.4,614.9,10.2,Shallow,22.4,19.6,27.6,14.7,44.4,14.5,484.3,5.68,52.7,Chickpea,No,12.696015981211065
5297,SURENDRANAGAR,Chuda,22.4815114,71.6881728,11,2015,Black Cotton,6.65,0.49,0.46,148.2,20.1,433.8,39.3,Shallow,20.9,13.9,23.5,1.7,38.1,21.2,953.4,6.55,13.4,Wheat,Yes,30.47
5298,PORBANDAR,Porbandar,21.6409,69.611,10,2023,Silty,6.69,2.48,0.2,79.8,58.8,121.1,12.6,Shallow,27.6,20.1,30.7,64.6,51.0,19.7,391.8,2.48,70.1,Bajra,Yes,13.42
5299,AMRELI,Lathi,21.724718,71.3899959,2,2015,Loam,6.66,2.0,1.53,228.2,32.6,613.7,42.1,Deep,23.2,17.6,28.9,13.3,40.2,21.7,365.0,2.86,51.7,Jowar,Yes,14.61
5300,MAHESANA,Satlasana,24.0246132,72.7933287,4,2019,Silty,6.06,3.39,1.13,432.6,5.3,201.8,23.7,Shallow,34.7,27.5,39.7,28.8,35.3,34.3,620.2,3.41,49.5,Bajra,Yes,12.39
5301,MORBI,Wankaner,22.6153934,70.9495617,1,2018,Silty,6.21,2.58,0.51,359.4,34.6,168.9,30.4,Shallow,16.3,11.2,20.4,1.5,49.0,25.5,513.9,6.38,41.1,Wheat,Yes,21.7
5302,ANAND,Anklav,22.3775417,73.0021216,6,2014,Silty,6.3,0.47,0.96,414.0,9.9,498.3,2.7,Medium,25.6,19.6,29.1,266.7,58.3,23.1,547.2,3.99,100.0,Rice,Yes,26.1
5303,BANASKANTHA,Suigam,24.1515492,71.3593406,8,2020,Silty,6.37,0.19,1.6,470.7,39.3,305.4,29.5,Deep,31.9,26.0,34.0,360.1,69.2,40.1,878.8,3.51,98.3,Rice,Yes,22.53
5304,MAHESANA,Jotana,23.4711736,72.2927648,6,2019,Black Cotton,6.85,0.98,1.59,489.8,58.4,116.9,11.3,Deep,27.0,20.6,31.4,213.2,67.3,27.8,548.4,2.89,52.6,Jowar,Yes,16.24
5305,MORBI,MALIYA,23.0931749,70.7599456,10,2017,Black Cotton,6.68,1.64,1.18,409.4,26.2,261.9,4.5,Medium,30.5,28.4,35.3,50.2,41.2,31.3,765.5,4.38,41.1,Bajra,Yes,15.8
5306,GANDHINAGAR,Dehgam,23.1640326,72.8818319,11,2023,Silty,6.15,1.18,0.63,156.9,42.1,622.2,4.2,Deep,13.2,5.7,18.1,1.5,36.5,39.9,611.4,5.83,15.8,Wheat,Yes,27.68
5308,VADODARA,Padra,22.2412214,73.0855259,9,2014,Loam,6.86,3.95,0.78,490.3,48.9,624.8,18.0,Shallow,26.2,23.1,29.2,216.2,61.8,21.4,829.2,2.04,72.3,Jowar,No,13.894616346431176
5310,AMRELI,Khambha,21.1410665,71.2537125,2,2014,Silty,7.24,3.15,1.08,254.7,44.2,162.0,22.8,Medium,14.5,10.9,17.3,10.2,42.0,23.9,776.6,6.26,19.5,Wheat,Yes,29.1
5311,KACHCHH,Bhuj,23.2472446,69.668339,11,2023,Sandy,6.35,0.53,0.5,216.1,35.2,590.8,18.0,Medium,15.8,8.4,18.0,11.8,48.7,23.0,739.1,6.88,41.6,Wheat,Yes,21.47
5312,SABARKANTHA,Idar,23.8362255,73.0114616,5,2021,Sandy Loam,6.94,1.59,1.39,100.3,13.9,476.0,30.9,Deep,37.2,33.5,43.9,23.0,38.3,29.4,704.3,2.39,33.4,Bajra,Yes,14.2
5313,ANAND,Anand,22.5586555,72.9627227,1,2022,Loam,6.78,2.97,1.2,278.9,57.9,131.8,36.4,Deep,21.7,18.6,26.9,0.1,41.0,13.6,394.5,3.52,21.0,Wheat,Yes,23.75
5314,MAHISAGAR,Khanpur,23.3263907,73.6238021,6,2021,Loam,7.06,2.56,0.89,315.5,56.0,341.4,20.3,Deep,28.2,25.7,33.1,437.9,75.3,28.3,937.6,2.77,100.0,Castor,Yes,10.37
5315,PATAN,Saraswati,23.875171,72.166746,11,2017,Silty,7.27,3.11,0.68,299.9,25.3,53.1,17.6,Shallow,25.2,21.1,29.8,9.1,46.9,32.9,720.2,5.82,41.2,Jowar,Yes,12.38
5316,BHAVNAGAR,Talaja,21.3545788,72.0368814,7,2022,Silty,7.16,1.22,1.79,403.3,34.2,115.2,20.4,Medium,29.8,25.2,35.1,137.5,52.1,35.1,230.9,5.31,73.2,Cumin,Yes,3.82
